source,company,adress,tel,url,data,NG,架電日①,先方担当者,ステータス,感触・NEXTアクション,重複判定（0以外は架電不可）
ハロワ,社会福祉法人ベテスダ奉仕女母の家長期婦人保護施設かにた婦人の村,千葉県,0470-22-2280,,施設長 天羽 道子,,,,,,0
ハロワ,株式会社 中村神佛具店,千葉県,0470-22-3410,,代表取締役 中村 芳江,,,,,,0
ハロワ,館山市役所,千葉県,0470-22-3496,,,,,,,,0
リクナビ19,館山市,千葉県,0470-22-3953,,,,,,,,0
ハロワ,房州物流 株式会社 自動車部,千葉県,0470-22-4102,,,,,,,,0
マイナビ19,館山信用金庫,千葉県,0470-22-8115,http://www.shinkin.co.jp/tateyama/,,,,,,,0
ハロワ,館山商工会議所,千葉県,0470-22-8330,,会頭 石渡 和男,,,,,,0
ハロワ,株式会社 間宮電気工業 館山営業所,千葉県,0470-22-8335,,代表取締役 間宮 大輔,,,,,,0
ハロワ,千葉県安房農業事務所,千葉県,0470-22-8641,,千葉県安房農業事務所長,,,,,,0
ハロワ,株式会社 東和機材 館山営業所,千葉県,0470-22-8811,,代表取締役 上西 昌信,,,,,,0
ハロワ,カフェ・カンパニー株式会社 海山レストラン ボーノ！,千葉県,0470-22-8889,,代表取締役 楠本 修二郎,,,,,,0
ハロワ,株式会社 オムニコ 館山工場,千葉県,0470-22-9338,,代表取締役 高橋 勝美,,,,,,0
ハロワ,株式会社 ときわや,千葉県,0470-22-9816,,代表取締役 藤平 邦子,,,,,,0
ハロワ,株式会社 富士薬品 館山営業所,千葉県,0470-22-9939,,代表取締役 高柳 昌之,,,,,,0
ハロワ,館山自動車整備協業組合,千葉県,0470-23-0467,,代表理事 中田恵三,,,,,,0
ハロワ,有限会社 川合商事,千葉県,0470-23-1154,,代表取締役 川合 弘竜,,,,,,0
マイナビ19,株式会社おどや,千葉県,0470-23-1219,http://www.odoya.com/company/cam_info.html,,,,,,,0
ハロワ,医療法人 博正会 北条病院,千葉県,0470-23-1966,,理事長 角田 眞一郎,,,,,,0
ハロワ,株式会社 ヤマト,千葉県,0470-23-2070,,代表取締役 伊藤 健吾,,,,,,0
ハロワ,株式会社 もちづき,千葉県,0470-23-2221,,代表取締役 望月 眞,,,,,,0
ハロワ,Ｂｉｏ Ｄｅｎｔ,千葉県,0470-23-2810,,梅沢 秀行,,,,,,0
Yahooファイナンス,ユー・エム・シー・ジャパン株式会社,千葉県,0470-23-3121,,,,,,,,0
ハロワ,株式会社 二幸運輸倉庫,千葉県,0470-23-3821,,代表取締役 石井幹夫,,,,,,0
ハロワ,有限会社 はな企画事務センター,千葉県,0470-23-4757,,代表取締役 齊藤なをみ,,,,,,0
ハロワ,株式会社 光風苑（有料老人ホーム 光風苑）,千葉県,0470-23-5711,,代表取締役 幸前 稔,,,,,,0
ハロワ,三井住友海上火災保険株式会社 館山営業支社,千葉県,0470-23-7581,,,,,,,,0
ハロワ,特定非営利活動法人 結いの会,千葉県,0470-23-8554,,会長 石井麻知子,,,,,,0
ハロワ,企業組合 房州の家,千葉県,0470-23-9250,,代表理事 大橋輝巳,,,,,,0
ハロワ,特定非営利活動法人たんぽぽの会,千葉県,0470-24-0433,,会長 野宮 紀子,,,,,,0
ハロワ,有限会社 アワ 館山営業所,千葉県,0470-24-1632,,代表取締役 須原 早苗,,,,,,0
ハロワ,株式会社 ネクストワン,千葉県,0470-24-2735,,代表取締役 荒木 隆巖,,,,,,0
ハロワ,グッドガーデン,千葉県,0470-24-4785,,代表 関 智之,,,,,,0
マイナビ19,安房農業協同組合,千葉県,0470-24-9111,http://www.ja-awa.or.jp/,,,,,,,0
ハロワ,株式会社 ベイ南関東産業,千葉県,0470-24-9789,,代表取締役 鈴木 健司,,,,,,0
ハロワ,社会福祉法人 太陽会 安房地域医療センター,千葉県,0470-25-5034,,理事長 亀田信介,,,,,,0
ハロワ,ビーバー歯科,千葉県,0470-25-5222,,院長 石井 敦,,,,,,0
ハロワ,医療法人社団 慶勝会 介護老人保健施設 なのはな館 みさき,千葉県,0470-25-7300,,理事長 田中 耕一,,,,,,0
ハロワ,倉持工業 株式会社,千葉県,0470-27-2336,,代表取締役 倉持 一弥,,,,,,0
ハロワ,医療法人社団 寿会,千葉県,0470-27-3811,,理事長 小林 隆,,,,,,0
ハロワ,有限会社 カークリニック織田,千葉県,0470-27-4527,,織田 泰行,,,,,,0
ハロワ,東亜警備保障 株式会社,千葉県,0470-27-5333,,代表取締役 白石 憲太,,,,,,0
ハロワ,あいおいニッセイ同和損害保険株式会社 館山支社,千葉県,0470-27-6791,,支社長 西田 和弘,,,,,,0
ハロワ,館山生コン 株式会社,千葉県,0470-28-1311,,代表取締役 石井 裕,,,,,,0
ハロワ,大田区立館山さざなみ学校,千葉県,0470-28-1811,,長井 恒治,,,,,,0
マイナビ19,社会福祉法人安房広域福祉会,千葉県,0470－28－2022,http://www.nakazato.or.jp/,,,,,,,0
ハロワ,社会福祉法人 安房広域福祉会 中里の家,千葉県,0470-28-2022,,施設長 畠山正昭,,,,,,0
マイナビ19,株式会社こがね,千葉県,0470-28-2211,http://hanashibuki-resort.com/,,,,,,,0
ハロワ,千葉補聴器 株式会社 リオネットセンター南房総店,千葉県,0470-28-4133,,代表取締役 和田 秀清,,,,,,0
ハロワ,株式会社 みどり,千葉県,0470-28-4323,,代表取締役 菊池 清美,,,,,,0
ハロワ,株式会社 りぼん,千葉県,0470-28-4417,,代表取締役 志村 史枝,,,,,,0
ハロワ,三喜 株式会社,千葉県,0470-28-5541,,代表取締役 小池 美喜子,,,,,,0
ハロワ,株式会社 館山カントリークラブ,千葉県,0470-29-1115,,代表取締役 岡本 圭史,,,,,,0
ハロワ,有限会社 太郎（おさしみの宿 たろべ）,千葉県,0470-29-1188,,飯沼 健哉,,,,,,0
ハロワ,館山リゾートホテル（アムスホテルズ 株式会社）,千葉県,0470-29-2100,,,,,,,,0
ハロワ,株式会社 ＭＳ法人マリア,千葉県,0470-29-5070,,代表取締役 十枝 真沙史,,,,,,0
ハロワ,有限会社 南房浄化槽サービス,千葉県,0470-29-5222,,代表取締役 川名 幸代,,,,,,0
ハロワ,株式会社 羽山土建,千葉県,0470-29-5306,,代表取締役 羽山 信之,,,,,,0
ハロワ,就労継続支援Ｂ型事業所 愛’Ｓ （有限会社 千倉化成）,千葉県,0470-29-5581,,,,,,,,0
ハロワ,株式会社 バラの学校,千葉県,0470-29-5800,,代表取締役 中井友実栄,,,,,,0
ハロワ,株式会社 たんぽぽ農園,千葉県,0470-29-7707,,代表取締皮 鷹松 募,,,,,,0
ハロワ,社会福祉法人白波会 おもいやりの郷,千葉県,0470-30-5353,,三津田 優,,,,,,0
ハロワ,株式会社田原屋 パシオス館山店,千葉県,0470-30-8403,,,,,,,,0
ハロワ,株式会社 ケアサービス・まきの実,千葉県,0470-30-8488,,代表取締役 宮幸 朗,,,,,,0
リクナビ19,南房総市,千葉県,0470-33-1021,,,,,,,,0
マイナビ19,南房総市役所,千葉県,0470-33-1025,http://www.city.minamiboso.chiba.jp/,,,,,,,0
ハロワ,千葉県富浦学園,千葉県,0470-33-3939,,園長 神作 裕之,,,,,,0
ハロワ,有限会社 ほのぼの,千葉県,0470-33-4680,,取締役 三平 悦子,,,,,,0
ハロワ,医療法人 光洋会,千葉県,0470-36-2311,,理事長 中西 均,,,,,,0
ハロワ,株式会社 ジーピーケイ 千葉工場,千葉県,0470-36-2811,,蒲生 信一,,,,,,0
ハロワ,アーザスエンジニアリング 株式会社,千葉県,0470-36-2840,,代表取締役 牧野雅行,,,,,,0
ハロワ,社会福祉法人 薄光会 三芳光陽園,千葉県,0470-36-3211,,理事長 鳥居 博明,,,,,,0
ハロワ,白浜オーシャンリゾート<br/>株式会社 ナクアホテルアンドリゾーツマネジメント,千葉県,0470-38-2511,,代表取締役 齋藤 勇一,,,,,,0
ハロワ,株式会社 紋屋旅館,千葉県,0470-38-3151,,代表取締役 高尾 貴行,,,,,,0
ハロワ,株式会社 ロイヤル（南国ホテル）,千葉県,0470-38-3711,,代表取締役 木川 三男,,,,,,0
ハロワ,有限会社 早川建設,千葉県,0470-38-5057,,早川 正一,,,,,,0
ハロワ,株式会社 仙石山オペレーションズ,千葉県,0470-38-5121,,代表取締役 萩原 丈太郎,,,,,,0
ハロワ,医療法人社団 岬風会 介護老人保健施設 晴耕苑,千葉県,0470-40-1231,,理事長 山本 宏,,,,,,0
ハロワ,千葉県水産総合研究センター,千葉県,0470-43-1111,,,,,,,,0
ハロワ,一般財団法人 千倉自動車教習所,千葉県,0470-44-2311,,管理者 永長 庸行,,,,,,0
ハロワ,エィテーケィタカシノ株式会社 千倉工場,千葉県,0470-44-4821,,代表取締役 阿久井 真,,,,,,0
ハロワ,合同会社 オフィス・アール,千葉県,0470-46-2345,,代表社員 石井 義縁,,,,,,0
ハロワ,社会福祉法人 柚子の会（リブ丸山）,千葉県,0470-46-3434,,理事長 長島 健治,,,,,,0
ハロワ,社会福祉法人 柚子の会（リブ丸山）,千葉県,0470-46-4671,,理事長 長島 健治,,,,,,0
ハロワ,社会福祉法人 柚子の会（リブ丸山）,千葉県,0470-46-4766,,理事長 長島 健治,,,,,,0
ハロワ,医療法人 美篶会 中原病院,千葉県,0470-47-2021,,理事長 中原 和徳,,,,,,0
ハロワ,グロリア 株式会社,千葉県,0470-47-2261,,代表取締役 永井 實,,,,,,0
ハロワ,三浦建設 株式会社,千葉県,0470-47-2511,,三浦 太,,,,,,0
ハロワ,有限会社 二羽林業,千葉県,0470-47-2542,,代表取締役 二羽 謙次,,,,,,0
ハロワ,社会福祉法人 千葉育美会 特別養護老人ホーム 花の里,千葉県,0470-47-5193,,理事長 長沼 信冶,,,,,,0
ハロワ,鋸南町役場,千葉県,0470-50-1171,,鋸南町長 白石 治和,,,,,,0
ハロワ,社会福祉法人 鋸南町社会福祉協議会,千葉県,0470-50-1174,,会長 高橋 喜安,,,,,,0
ハロワ,医療法人社団 葵会 介護老人保健施設葵の園・南房総,千葉県,0470-50-3301,,理事長 新谷幸義,,,,,,0
ハロワ,有限会社 白銀モータース,千葉県,0470-55-0378,,代表取締役 黒川 昌和,,,,,,0
ハロワ,葛飾区立保田しおさい学校,千葉県,0470-55-1110,,,,,,,,0
ハロワ,株式会社 マサキ電設,千葉県,0470-55-1308,,代表取締役 山口 隆義,,,,,,0
ハロワ,株式会社 紀伊乃国屋,千葉県,0470-55-1571,,代表取締役 蛭田 憲市,,,,,,0
リクナビ19,鋸南町,千葉県,0470-55-2111,,,,,,,,0
ハロワ,東海建設 株式会社,千葉県,0470-55-2144,,代表取締役 平田 剛久,,,,,,0
ハロワ,有限会社 ケアセンター さざなみ,千葉県,0470-55-2557,,代表取締役 近江 芳明,,,,,,0
ハロワ,有限会社 アロウ・システムサービス,千葉県,0470-55-4309,,秋葉 亮,,,,,,0
ハロワ,鋸南不動産株式会社,千葉県,0470-55-4375,,代表取締役 柴田 一,,,,,,0
ハロワ,医療法人財団 鋸南きさらぎ会,千葉県,0470-55-4522,,理事長 金親 正敏,,,,,,0
ハロワ,有限会社 岩井給食,千葉県,0470-57-2338,,代表取締役 岡田 正成,,,,,,0
ハロワ,株式会社 ろくや,千葉県,0470-57-2431,,代表取締役 渡邉 丈宏,,,,,,0
ハロワ,千葉美装 株式会社,千葉県,0470-57-2816,,代表取締役 白幡 進,,,,,,0
ハロワ,有限会社 グランビュー岩井,千葉県,0470-57-3311,,松崎 雄一,,,,,,0
ハロワ,三和工業 有限会社,千葉県,0470-57-4052,,代表取締役 三堀 正芳,,,,,,0
ハロワ,株式会社 ジェイ・クエスト,千葉県,0470-60-9031,,代表取締役社長 木下 健治,,,,,,0
ハロワ,株式会社 アンテック,千葉県,0470-60-9577,,代表取締役 最首 猛,,,,,,0
キャリタス19,株式会社アングル,千葉県,0470-60-9983,,,,,,,,0
ハロワ,最首歯科医院,千葉県,0470-62-0238,,最首 一浩,,,,,,0
ハロワ,有限会社 マルタケ,千葉県,0470-62-0439,,滝口 由和,,,,,,0
ハロワ,株式会社 大原自動車教習所,千葉県,0470-62-0677,,木島 秀夫,,,,,,0
ハロワ,有限会社 大原鈑金,千葉県,0470-62-1210,,女良 好弘,,,,,,0
ハロワ,浪花タクシー 有限会社,千葉県,0470-62-1505,,松本 真,,,,,,0
ハロワ,鶴岡食品 株式会社,千葉県,0470-62-1704,,鶴岡 章,,,,,,0
ハロワ,有限会社 大原ソーイング,千葉県,0470-62-2427,,芦田 和代,,,,,,0
ハロワ,社会福祉法人 林声会,千葉県,0470-62-3800,,最首実枝子,,,,,,0
ハロワ,株式会社 花藤,千葉県,0470-62-4187,,代表取締役 藤江利行,,,,,,0
ハロワ,株式会社 ネクストワン,千葉県,0470-62-4587,,代表取締役 荒木 隆巖,,,,,,0
ハロワ,株式会社 澤商事 さわ鍼灸整骨院,千葉県,0470-62-5539,,澤 忠洋,,,,,,0
ハロワ,株式会社 ネクストワン,千葉県,0470-62-6127,,代表取締役 荒木 隆巖,,,,,,0
ハロワ,株式会社 グロー,千葉県,0470-62-6670,,佐藤 幸子,,,,,,0
ハロワ,有限会社 福美堂,千葉県,0470-63-0293,,最首 美枝子,,,,,,0
ハロワ,株式会社 コフォフジエ,千葉県,0470-63-9550,,藤江 一博,,,,,,0
ハロワ,特定非営利活動法人 つどい,千葉県,0470-64-6620,,理事長 藤野 友希,,,,,,0
ハロワ,株式会社 ラクサージュ,千葉県,0470-64-6730,,代表取締役 高橋芳幸,,,,,,0
ハロワ,株式会社 平野建設興業,千葉県,0470-66-0123,,平野 英一,,,,,,0
ハロワ,有限会社 平野木材,千葉県,0470-66-1512,,代表取締役 平野 一成,,,,,,0
ハロワ,有限会社 田中設備,千葉県,0470-66-1735,,田中 甚一郎,,,,,,0
ハロワ,公益財団法人 海洋生物環境研究所,千葉県,0470-68-5111,,中央研究所長 三浦 正治,,,,,,0
ハロワ,株式会社 キャメルゴルフリゾート,千葉県,0470-68-6061,,松田 政博,,,,,,0
ハロワ,医療法人 ＳＨＩＯＤＡ 塩田病院,千葉県,0470-70-7065,,塩田 友子,,,,,,0
ハロワ,有限会社サカキダ（セブン－イレブン勝浦２９７号バイパス南店）,千葉県,0470-70-7110,,代表取締役 榊田 直樹,,,,,,0
ハロワ,医療法人社団 薫聖会 高梨歯科医院,千葉県,0470-73-1051,,高梨 薫敏,,,,,,0
ハロワ,勝浦合同自動車 有限会社,千葉県,0470-73-1085,,中村 文男,,,,,,0
マイナビ19,三日月グループ,千葉県,0470-73-1117,http://www.mikazuki.co.jp/recruit/,,,,,,,0
ハロワ,株式会社 三京,千葉県,0470-73-1117,,小高 左起子,,,,,,0
ハロワ,医療法人 ＳＨＩＯＤＡ 塩田病院,千葉県,0470-73-1221,,塩田 友子,,,,,,0
ハロワ,一般社団法人 勝浦市観光協会,千葉県,0470-73-2500,,会長 渡邊 幸男,,,,,,0
-,ミツワクリエイト,千葉県,0470－73－5111,,,,,,,,0
-,株式会社ミツワクリエイト,千葉県,0470－73－5111,,,,,,,,0
ハロワ,株式会社 ネクストワン,千葉県,0470-73-5775,,代表取締役 荒木 隆巖,,,,,,0
ハロワ,株式会社 鴨川グランドホテル,千葉県,0470-73-6000,,代表取締役社長 鈴木 健史,,,,,,0
リクナビ19,勝浦市,千葉県,0470-73-6643,,,,,,,,0
ハロワ,吉野酒造 株式会社,千葉県,0470-76-0215,,吉野 慎一,,,,,,0
ハロワ,有限会社 岡田清掃,千葉県,0470-76-2203,,岡田 貴宏,,,,,,0
ハロワ,株式会社 東急リゾートサービス,千葉県,0470-76-2819,,,,,,,,0
ハロワ,株式会社 アコーディア・ゴルフ,千葉県,0470-76-3310,,平林 朗,,,,,,0
ハロワ,株式会社タラソランド テルムマランパシフィーク,千葉県,0470-76-6600,,代表取締役 佐藤 剛,,,,,,0
ハロワ,株式会社 勝浦ゴルフ倶楽部,千葉県,0470-77-0121,,小高 芳男,,,,,,0
ハロワ,株式会社 ヤマト,千葉県,0470-80-1224,,代表取締役 伊藤 健吾,,,,,,0
ハロワ,グループホーム いきいきの家 いすみ,千葉県,0470-80-2083,,作田 雄太,,,,,,0
ハロワ,株式会社 ひなた,千葉県,0470-80-3715,,伊藤 英則,,,,,,0
ハロワ,医療法人 川崎病院,千葉県,0470-82-2008,,宮野 武,,,,,,0
リクナビ19,大多喜町,千葉県,0470-82-2111,,,,,,,,0
ハロワ,株式会社 大多喜ハーブガーデン,千葉県,0470-82-2556,,麻生 正紀,,,,,,0
ハロワ,大多喜町役場,千葉県,0470-82-2901,,飯島 勝美,,,,,,0
ハロワ,株式会社 レイクウッド 大多喜,千葉県,0470-82-3011,,中川 祐一,,,,,,0
ハロワ,株式会社 創食 ゆば喜,千葉県,0470-82-3213,,鈴木 隆史,,,,,,0
ハロワ,山二林産 株式会社,千葉県,0470-82-3651,,齊藤 一生,,,,,,0
ハロワ,神保電器 株式会社,千葉県,0470-82-4121,,村上 浩一,,,,,,0
キャリタス19,株式会社みかわや,千葉県,0470-82-4131,,,,,,,,0
マイナビ19,宍倉株式会社,千葉県,0470-82-6001,http://www.s-leo.com/,,,,,,,0
ハロワ,特定非営利活動法人 地域支援ネットワーク,千葉県,0470-82-6002,,理事 宍倉弘哲,,,,,,0
ハロワ,株式会社グリーンクラブ 千葉夷隅ゴルフクラブ,千葉県,0470-83-0211,,岡本 豊,,,,,,0
ハロワ,君塚工業株式会社,千葉県,0470-83-0831,,君塚 正明,,,,,,0
ハロワ,国保国吉病院組合,千葉県,0470-86-2311,,太田 洋,,,,,,0
ハロワ,株式会社 ビーアイエー （マツダオートザム茂原）,千葉県,0470-86-2342,,代表取締役 渡邊 敏男,,,,,,0
ハロワ,いすみ農業協同組合,千葉県,0470-86-3711,,花崎 隆,,,,,,0
ハロワ,いすみ農業協同組合,千葉県,0470-86-3715,,花崎 隆,,,,,,0
ハロワ,株式会社 山田クラブ２１ 万木城カントリークラブ,千葉県,0470-86-3731,,代表取締役 成元 善一,,,,,,0
ハロワ,有限会社 大高工業,千葉県,0470-87-3566,,大高功一郎,,,,,,0
ハロワ,社会福祉法人 土穂会 ピア宮敷,千葉県,0470-87-5201,,多田 美穂子,,,,,,0
ハロワ,社会福祉法人 チルドレンスパラダイス聖愛乳児園,千葉県,0470-87-7550,,藤間 裕美,,,,,,0
ハロワ,千里通商 株式会社,千葉県,0470-87-8314,,平井 佳夫,,,,,,0
ハロワ,社会福祉法人 愛恵会 特別養護老人ホーム 愛恵苑,千葉県,0470-87-8861,,石井 進,,,,,,0
キャリタス19,社会福祉法人土穂会,千葉県,0470-87-9631,,,,,,,,0
ハロワ,社会福祉法人 土穂会 ピア宮敷,千葉県,0470-87-9631,,多田 美穂子,,,,,,0
ハロワ,富里整骨院,千葉県,0473-92-7215,,院長 井岡 宏之,,,,,,0
ハロワ,株式会社 ユニクロ ミーナ津田沼店,千葉県,0474-03-5281,,北野 亜純・荻野 洋,,,,,,0
ハロワ,有限会社 ＵＲＰ,千葉県,0474-82-9921,,取締役 林 貴志,,,,,,0
ハロワ,株式会社 ワンダーコーポレーション,千葉県,0475-20-1020,,,,,,,,0
ハロワ,Ｈｉｔｚ環境サービス 株式会社,千葉県,0475-20-1430,,取締役社長 河口 一也,,,,,,0
マイナビ19,茂原市役所,千葉県,0475-20-1518,http://www.city.mobara.chiba.jp/soshiki/1-4-0-0-0_1.html<br/>,,,,,,,0
ハロワ,サンエス警備保障 株式会社,千葉県,0475-20-2350,,代表取締役 大野 淳史,,,,,,0
ハロワ,株式会社ライトニングファクトリー,千葉県,0475-20-3388,,土屋 政利,,,,,,0
ハロワ,株式会社 フジワーク千葉事業所,千葉県,0475-20-3558,,白石 純一,,,,,,0
ハロワ,ＨＡＩＲＭＡＫＥ Ｌｅａｆ（斉藤 好江）,千葉県,0475-22-0711,,斉藤 好江,,,,,,0
DODA,株式会社フォスフォラス,千葉県,0475-22-2084,http://yomiurimobara.com/,,,,,,,0
ハロワ,医療法人社団優仁会 鈴木神経科病院,千葉県,0475-22-2211,,理事長 鈴木 秋彦,,,,,,0
ハロワ,京葉ロジコ株式会社,千葉県,0475-22-2361,,鶴野 正勝,,,,,,0
ハロワ,日本郵便株式会社 茂原郵便局,千葉県,0475-22-2523,,茂原郵便局長 木部 一男,,,,,,0
ハロワ,都自動車 株式会社,千葉県,0475-22-3545,,代表取締役 鶴野 正勝,,,,,,0
ハロワ,株式会社デイリーフーズ,千葉県,0475-22-3566,,,,,,,,0
ハロワ,茂原産業株式会社,千葉県,0475-22-3816,,代表取締役 雪田康夫,,,,,,0
ハロワ,学校法人 村上学園 ふたば幼稚園,千葉県,0475-22-3964,,村上 正子,,,,,,0
マイナビ19,房総信用組合,千葉県,0475-22-5111,http://www.boshin.jp,,,,,,,0
ハロワ,房総信用組合,千葉県,0475-22-5111,,理事長 白井 和,,,,,,0
ハロワ,株式会社 玉川工産,千葉県,0475-22-5118,,代表取締役 玉川 大樹,,,,,,0
ハロワ,共和紙業株式会社,千葉県,0475-22-5245,,鈴木 淳太郎,,,,,,0
ハロワ,株式会社 長生庭苑,千葉県,0475-22-6797,,,,,,,,0
ハロワ,医療法人社団 すこやか会 三上小児科医院,千葉県,0475-22-7001,,三上 一郎,,,,,,0
ハロワ,有限会社テクノサポート日東,千葉県,0475-23-0211,,代表取締役 山口 静男,,,,,,0
ハロワ,有限会社テクノサポート日東,千葉県,0475-23-0213,,代表取締役 山口 静男,,,,,,0
ハロワ,株式会社 日立アーバンサポート,千葉県,0475-23-1150,,代表取締役 山本 雅之,,,,,,0
キャリタス19,床枝衣料工業株式会社,千葉県,0475-23-1448,,,,,,,,0
リクナビ19,茂原市,千葉県,0475-23-2111,,,,,,,,0
ハロワ,茂原市役所,千葉県,0475-23-2111,,,,,,,,0
ハロワ,有限会社 ジャパンテクノメタルス,千葉県,0475-23-3304,,鎌田 富夫,,,,,,0
マイナビ19,保川建設株式会社,千葉県,0475-23-3688,http://www.yasu-ken.com/,,,,,,,0
ハロワ,あいおいニッセイ同和損害保険株式会社 茂原支社,千葉県,0475-23-5311,,代表取締役 金杉 恭三,,,,,,0
ハロワ,中島化学工業株式会社,千葉県,0475-23-5321,,中島 誠,,,,,,0
ハロワ,有限会社 マルサ設備,千葉県,0475-23-8877,,佐藤 保夫,,,,,,0
ハロワ,大栄工業 株式会社,千葉県,0475-23-8881,,内堀 邦雄,,,,,,0
Yahooファイナンス,大多喜ガス株式会社,千葉県,0475-24-0010,,,,,,,,0
キャリタス19,妙中鉱業株式会社,千葉県,0475-24-0140,,,,,,,,0
ハロワ,千葉ビル管理株式会社,千葉県,0475-24-0535,,篠田 誠,,,,,,0
Yahooファイナンス,双葉電子工業株式会社,千葉県,0475-24-1111,,,,,,,,0
ハロワ,医療法人社団 東光会 茂原中央病院,千葉県,0475-24-1191,,理事長 中村 毅,,,,,,0
ハロワ,株式会社 コナカ,千葉県,0475-24-1927,,,,,,,,0
ハロワ,株式会社 石守 茂原工場,千葉県,0475-24-3111,,石井 健,,,,,,0
ハロワ,千葉石油株式会社,千葉県,0475-24-3181,,安藤 順夫,,,,,,0
ハロワ,株式会社 井東商店,千葉県,0475-24-3729,,井桁 正浩,,,,,,0
ハロワ,有限会社 センチュリーヘルスクラブ,千葉県,0475-24-4845,,代表取締役 関谷 康夫,,,,,,0
リクナビ19,長生農業協同組合,千葉県,0475-24-5111,,,,,,,,0
ハロワ,長生農業協同組合,千葉県,0475-24-5111,,代表理事組合長 河野 豊,,,,,,0
ハロワ,リソル生命の森 株式会社 真名カントリークラブ,千葉県,0475-24-5211,,佐野 直人,,,,,,0
ハロワ,鴨川工業 株式会社,千葉県,0475-24-7841,,代表取締役社長 廣松 隆,,,,,,0
ハロワ,株式会社 東成社 茂原工場,千葉県,0475-25-0111,,代表 柏野 光作,,,,,,0
ハロワ,昌和プラスチック工業株式会社,千葉県,0475-25-0123,,内川 毅,,,,,,0
ハロワ,株式会社 ＨＭＣ東京,千葉県,0475-25-0234,,磯部 達也,,,,,,0
ハロワ,有限会社 かづみ,千葉県,0475-25-0608,,松本 重子,,,,,,0
ハロワ,成田機材株式会社 茂原営業所,千葉県,0475-25-0812,,取締役社長 中嶋 哲寛,,,,,,0
ハロワ,医療法人社団上総会 山之内病院,千葉県,0475-25-1131,,武田 従信,,,,,,0
ハロワ,株式会社 マックス,千葉県,0475-25-1771,,代表取締役 麻生 正視,,,,,,0
ハロワ,渡辺パイプ株式会社 茂原サービスセンター,千葉県,0475-25-2481,,菅谷 浩志,,,,,,0
ハロワ,株式会社 協栄地質,千葉県,0475-25-3095,,代表取締役 春日正人,,,,,,0
ハロワ,有限会社 サンヨー消毒,千葉県,0475-25-3434,,,,,,,,0
ハロワ,有限会社 サトウメディカル,千葉県,0475-25-3767,,佐藤 弘幸,,,,,,0
ハロワ,有限会社 スズキ自動車商会,千葉県,0475-25-6500,,鶴岡 正,,,,,,0
ハロワ,フタバビジネスシステム株式会社,千葉県,0475-26-0192,,江澤 淳,,,,,,0
ハロワ,株式会社 ティエムエス 茂原営業所,千葉県,0475-26-1345,,代表取締役 高橋利之,,,,,,0
ハロワ,株式会社 ＫＳテック,千葉県,0475-26-1656,,黒須 康之,,,,,,0
キャリタス19,株式会社ピーアイ通信,千葉県,0475-26-3500,,,,,,,,0
ハロワ,株式会社 ニチモ,千葉県,0475-26-6233,,代表取締役 細矢 宏将,,,,,,0
ハロワ,株式会社 小沢工務店,千葉県,0475-26-6636,,代表取締役 小沢恒夫,,,,,,0
ハロワ,セントケア千葉 株式会社 セントケア茂原,千葉県,0475-27-1051,,成田 正幸,,,,,,0
ハロワ,千葉県東上総児童相談所,千葉県,0475-27-1733,,里見 春美,,,,,,0
ハロワ,株式会社 ジーアンドエイチ（本間獣医科医院 カインズ茂原病院）,千葉県,0475-27-3119,,分院長 新井 誠,,,,,,0
ハロワ,中野歯科医院,千葉県,0475-27-3222,,,,,,,,0
ハロワ,株式会社 ヤマト,千葉県,0475-27-3934,,代表取締役 伊藤 健吾,,,,,,0
ハロワ,有限会社 サンワトータル,千葉県,0475-27-4191,,市橋 拓道,,,,,,0
ハロワ,株式会社 サイングループ,千葉県,0475-27-5111,,代表取締役 鈴木 豊,,,,,,0
ハロワ,東建コーポレーション株式会社 茂原支店,千葉県,0475-27-7170,,藤原 寛,,,,,,0
ハロワ,Ｅｘ－Ｗｏｒｋｓ 株式会社,千葉県,0475-27-7220,,代表取締役 鈴木 英樹,,,,,,0
マイナビ19,株式会社ホンダカーズ茂原,千葉県,0475-27-7600,http://www.hondacars-mobara.co.jp/,,,,,,,0
ハロワ,社会福祉法人 長生会（だるまさん）,千葉県,0475-30-0123,,鈴木 勝幸,,,,,,0
ハロワ,株式会社 ジェイ・クエスト,千葉県,0475-30-1862,,代表取締役社長 木下 健治,,,,,,0
ハロワ,有限会社 プロスパーコーポレーション（さくら介護センター）,千葉県,0475-30-3017,,代表取締役 伊藤 匡史,,,,,,0
ハロワ,有限会社 エムワン企画,千葉県,0475-30-4660,,松尾 勲,,,,,,0
ハロワ,クレイドルカンパニー 株式会社,千葉県,0475-30-9151,,浜岡 一朗,,,,,,0
ハロワ,有限会社 耕木杜,千葉県,0475-30-9501,,取締役 阿保 昭則,,,,,,0
リクナビ19,長生村役場,千葉県,0475-32-2111,,,,,,,,0
キャリタス19,社会福祉法人愛の友協会,千葉県,0475-32-2587,,,,,,,,0
ハロワ,社会福祉法人 愛の友協会,千葉県,0475-32-2587,,寺門 栄,,,,,,0
ハロワ,株式会社 長生園,千葉県,0475-32-3530,,麻生 文夫,,,,,,0
ハロワ,株式会社 倉庫サービス,千葉県,0475-32-5385,,大矢 茂,,,,,,0
ハロワ,有限会社 東海荘,千葉県,0475-33-2061,,,,,,,,0
リクナビ19,白子町,千葉県,0475-33-2111,,,,,,,,0
